gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,InternetService_DSL,InternetService_Fiber optic,InternetService_No,PaymentMethod_Bank transfer,PaymentMethod_Credit card,PaymentMethod_Electronic check,PaymentMethod_Mailed check,MultipleLines_0,MultipleLines_1,TotalServices,AvgMonthlySpend,TenureGroup,HighValueCustomer,ContractRisk,Charge_Tenure_Interaction,MonthlyToTotalRatio,ExpectedVsActualCharges,ServiceEfficiency,CustomerCluster
0,0,0,0,1,1,0,0,0,1,0,0,0,1,52.2,52.2,1,1,0,0,0,0,1,0,1,0,2,26.1,0,0,2,52.2,0.981203007518797,0.0,17.400000000000002,1
1,0,0,1,63,0,1,1,0,1,0,0,1,1,40.6,2588.95,0,1,0,0,1,0,0,0,1,0,3,40.45234375,2,0,1,2557.8,0.0156759783007394,-31.149999999999636,647.2375,1
0,1,0,0,46,1,0,1,1,0,1,1,1,1,110.0,5060.0,1,0,1,0,0,0,1,0,0,1,5,107.65957446808511,2,1,1,5060.0,0.02173483501284331,0.0,843.3333333333334,2
1,0,1,1,72,1,1,0,0,0,0,0,2,0,55.3,3983.6,0,1,0,0,1,0,0,0,0,1,2,54.56986301369863,2,0,0,3981.6,0.013878431963057773,-2.0,1327.8666666666666,2
0,0,1,0,34,1,1,0,0,1,0,0,0,1,60.85,2003.6,0,1,0,0,1,0,0,0,0,1,3,57.245714285714286,1,0,2,2068.9,0.03035518307891849,65.30000000000018,500.9,1
0,0,1,1,24,1,1,1,0,0,1,1,1,0,78.4,1832.4,0,1,0,0,0,0,1,0,0,1,5,73.296,1,1,1,1881.6000000000001,0.04276208137885895,49.200000000000045,305.40000000000003,2
1,0,0,0,72,1,1,1,1,1,0,0,2,0,69.65,4908.25,0,1,0,0,1,0,0,0,0,1,5,67.23630136986301,2,0,0,5014.8,0.014187503182767226,106.55000000000018,818.0416666666666,2
0,0,1,1,60,0,1,0,1,1,1,1,2,0,59.85,3590.2,0,1,0,0,0,1,0,0,1,0,5,58.85573770491803,2,0,0,3591.0,0.016665738471820006,0.8000000000001819,598.3666666666667,2
1,0,0,0,68,1,1,1,1,0,0,1,1,1,76.9,5023.0,0,1,0,0,0,1,0,0,0,1,5,72.79710144927536,2,1,1,5229.200000000001,0.015306528662420384,206.20000000000073,837.1666666666666,2
0,0,1,1,8,1,0,0,0,0,0,0,2,1,19.85,146.6,0,0,0,1,0,0,0,1,1,0,1,16.288888888888888,0,0,0,158.8,0.13448509485094853,12.200000000000017,73.3,1
0,0,0,1,34,1,1,0,1,1,1,0,2,0,67.65,2339.3,0,1,0,0,0,1,0,0,1,0,5,66.83714285714287,1,0,0,2300.1000000000004,0.028906550442250992,-39.19999999999982,389.8833333333334,2
0,0,0,0,6,0,0,0,0,0,1,1,0,0,45.0,298.7,0,1,0,0,0,1,0,0,1,0,2,42.67142857142857,0,0,2,270.0,0.15015015015015015,-28.69999999999999,99.56666666666666,1
1,0,1,0,2,1,0,1,0,1,0,1,0,1,64.2,143.65,0,1,0,0,0,0,0,1,1,0,4,47.88333333333333,0,0,2,128.4,0.4438299343242309,-15.25,28.73,1
1,0,0,0,31,1,0,0,0,1,0,0,1,0,81.7,2548.65,0,0,1,0,0,1,0,0,0,1,2,79.6453125,1,1,1,2532.7000000000003,0.03204361382934913,-15.949999999999818,849.5500000000001,0
0,0,1,1,20,1,0,0,0,0,0,0,0,1,25.55,507.4,0,0,0,1,1,0,0,0,1,0,1,24.16190476190476,1,0,2,511.0,0.05025570416994493,3.6000000000000227,253.7,1
0,0,1,1,1,1,0,0,0,0,0,0,0,0,20.0,20.0,0,0,0,1,0,0,1,0,1,0,1,10.0,0,0,2,20.0,0.9523809523809523,0.0,10.0,1
1,0,0,0,62,1,0,0,1,0,1,1,1,1,96.75,6125.4,1,0,1,0,0,0,1,0,0,1,4,97.22857142857143,2,1,1,5998.5,0.015792308696787674,-126.89999999999964,1225.08,2
0,1,1,0,70,1,0,0,0,0,0,0,2,1,75.65,5411.4,0,0,1,0,0,1,0,0,0,1,1,76.2169014084507,2,1,0,5295.5,0.013977163550365828,-115.89999999999964,2705.7,2
0,0,0,0,10,1,0,0,0,1,1,1,0,1,98.5,1058.25,1,0,1,0,0,0,1,0,0,1,4,96.20454545454545,0,1,2,985.0,0.09299032334198726,-73.25,211.65,0
1,0,1,1,39,1,0,0,0,0,0,0,2,1,23.8,903.8,0,0,0,1,0,0,0,1,0,1,1,22.595,2,0,0,928.2,0.026304155614500443,24.40000000000009,451.9,1
0,0,1,0,46,1,0,1,0,1,1,0,2,1,64.2,3009.5,0,1,0,0,0,1,0,0,1,0,4,64.03191489361703,2,0,0,2953.2000000000003,0.021325361235675137,-56.29999999999973,601.9,2
1,0,0,0,6,1,0,1,0,0,1,0,0,1,85.35,489.45,1,0,1,0,0,0,1,0,1,0,3,69.92142857142856,0,1,2,512.0999999999999,0.17402385564277703,22.64999999999992,122.3625,0
0,0,1,1,72,1,0,0,1,0,1,1,2,1,76.8,5468.45,0,1,0,0,1,0,0,0,0,1,4,74.91027397260274,2,1,0,5529.599999999999,0.014041631242629514,61.149999999999636,1093.69,2
1,0,0,0,18,1,0,0,1,1,0,0,0,0,55.2,1058.1,0,1,0,0,0,1,0,0,1,0,3,55.68947368421052,1,0,2,993.6,0.05211972429421207,-64.49999999999989,264.525,1
1,0,1,0,71,1,1,0,1,1,1,1,2,1,108.55,7616.0,0,0,1,0,0,1,0,0,0,1,6,105.77777777777777,2,1,0,7707.05,0.014251017460942627,91.05000000000018,1088.0,2
1,0,1,0,40,1,0,1,0,0,1,1,0,1,101.3,4113.1,1,0,1,0,0,0,1,0,0,1,4,100.31951219512196,2,1,2,4052.0,0.024622639216353513,-61.100000000000364,822.6200000000001,2
1,0,0,0,1,1,0,0,0,0,0,0,0,1,69.55,69.55,1,0,1,0,0,0,1,0,1,0,1,34.775,0,0,2,69.55,0.9858256555634302,0.0,34.775,0
1,0,0,0,58,1,0,1,1,0,1,1,1,1,103.25,6017.65,1,0,1,0,1,0,0,0,0,1,5,101.99406779661017,2,1,1,5988.5,0.017155009844400323,-29.149999999999636,1002.9416666666666,2
1,0,0,0,70,1,1,0,0,1,1,1,2,1,91.75,7250.15,1,0,1,0,0,1,0,0,0,1,5,102.11478873239436,2,1,0,6422.5,0.012653165359977384,-827.6499999999996,1208.3583333333333,2
0,0,1,0,42,1,0,0,0,0,0,0,2,0,25.25,1060.5,0,0,0,1,0,0,1,0,0,1,1,24.662790697674417,2,0,0,1060.5,0.023787093735280262,0.0,530.25,1
1,0,1,1,34,0,1,0,0,0,0,0,1,0,30.4,938.65,0,1,0,0,1,0,0,0,1,0,1,26.818571428571428,1,0,1,1033.6,0.03235247166498164,94.94999999999993,469.325,1
1,1,0,0,5,1,0,0,0,0,0,0,0,0,20.05,94.15,0,0,0,1,1,0,0,0,1,0,1,15.691666666666668,0,0,2,100.25,0.21071991592222805,6.099999999999994,47.075,1
0,0,0,0,25,1,0,0,0,0,1,0,0,1,84.6,2088.05,0,0,1,0,0,0,0,1,0,1,2,80.3096153846154,1,1,2,2115.0,0.04049687657069002,26.949999999999818,696.0166666666668,0
0,0,0,0,2,1,0,0,1,0,0,1,0,1,86.2,178.7,1,0,1,0,0,0,0,1,1,0,3,59.56666666666666,0,1,2,172.4,0.47968836950473015,-6.299999999999983,44.675,0
0,0,1,1,55,1,0,1,1,1,1,1,1,1,103.7,5656.75,0,0,1,0,1,0,0,0,1,0,6,101.01339285714286,2,1,1,5703.5,0.018328840970350403,46.75,808.1071428571429,2
1,0,1,0,21,1,0,1,1,1,1,1,0,1,111.2,2317.1,1,0,1,0,0,0,1,0,0,1,6,105.32272727272726,1,1,2,2335.2000000000003,0.04797032052111643,18.100000000000364,331.0142857142857,0
1,0,1,0,70,1,1,1,0,1,0,0,2,1,88.0,5986.45,0,0,1,0,0,1,0,0,0,1,4,84.3161971830986,2,1,0,6160.0,0.014697408746628365,173.55000000000018,1197.29,2
0,0,1,0,61,1,0,0,1,1,1,1,0,1,106.35,6751.35,0,0,1,0,0,0,1,0,0,1,5,108.89274193548388,2,1,2,6487.349999999999,0.015750072197086937,-264.0000000000009,1125.2250000000001,2
1,0,1,1,43,1,1,0,1,1,1,1,2,1,79.15,3566.6,0,1,0,0,0,1,0,0,1,0,6,81.05909090909091,2,1,0,3403.4500000000003,0.022185783159547036,-163.14999999999964,509.5142857142857,2
1,0,0,0,47,1,0,1,1,0,1,1,1,1,103.1,4889.3,0,0,1,0,0,0,1,0,0,1,5,101.86041666666667,2,1,1,4845.7,0.021082551172729686,-43.600000000000364,814.8833333333333,2
1,0,0,0,5,1,0,0,1,1,1,0,0,1,63.95,318.1,0,1,0,0,0,1,0,0,1,0,4,53.01666666666667,0,0,2,319.75,0.20040739580068945,1.6499999999999773,63.620000000000005,1
0,0,0,0,62,1,0,0,0,0,0,0,2,1,25.8,1563.95,0,0,0,1,0,1,0,0,0,1,1,24.824603174603176,2,0,0,1599.6000000000001,0.016486149717243364,35.65000000000009,781.975,1
0,0,1,1,16,1,0,1,1,0,1,0,0,1,89.45,1430.25,1,0,1,0,0,1,0,0,1,0,4,84.13235294117646,1,1,2,1431.2,0.062497816593886465,0.9500000000000455,286.05,0
1,1,1,0,7,1,0,0,0,0,1,1,0,1,95.6,644.35,1,0,1,0,1,0,0,0,0,1,3,80.54375,0,1,2,669.1999999999999,0.14813667002401795,24.84999999999991,161.0875,0
0,0,1,1,14,1,0,0,0,0,0,0,0,0,25.55,372.45,0,0,0,1,0,0,0,1,0,1,1,24.83,1,0,2,357.7,0.06841611996251172,-14.75,186.225,1
1,0,1,1,60,1,0,1,1,0,1,0,1,0,90.95,5453.4,1,0,1,0,0,0,1,0,1,0,4,89.39999999999999,2,1,1,5457.0,0.016674611322968613,3.600000000000364,1090.6799999999998,2
1,0,1,1,34,0,0,0,1,1,1,0,0,1,44.85,1442.6,0,1,0,0,0,0,1,0,1,0,3,41.21714285714285,1,0,2,1524.9,0.03106816292601829,82.30000000000018,360.65,1
0,0,1,0,50,1,1,1,0,1,1,1,1,0,108.55,5610.7,1,0,1,0,0,0,1,0,0,1,6,110.01372549019608,2,1,1,5427.5,0.01934351444303865,-183.19999999999982,801.5285714285714,2
1,0,1,1,38,1,0,0,0,0,0,0,2,0,25.05,963.95,0,0,0,1,0,1,0,0,0,1,1,24.71666666666667,2,0,0,951.9,0.025959894295041194,-12.050000000000068,481.975,1
0,0,1,1,70,1,1,1,1,1,0,1,1,0,74.1,5222.3,0,1,0,0,0,1,0,0,1,0,6,73.55352112676057,2,1,1,5187.0,0.014186433863649416,-35.30000000000018,746.0428571428572,2
0,0,1,1,37,1,0,1,0,0,1,0,0,1,91.75,3340.55,0,0,1,0,0,0,1,0,0,1,3,87.90921052631579,2,1,2,3394.75,0.02745731771184031,54.19999999999982,835.1375,0
0,1,0,0,4,1,0,0,0,0,1,0,0,1,78.85,292.8,1,0,1,0,0,0,1,0,1,0,2,58.56,0,1,2,315.4,0.2683798502382573,22.599999999999966,97.60000000000001,0
1,1,1,1,60,1,1,1,0,0,0,1,0,1,93.25,5774.55,0,0,1,0,0,0,1,0,0,1,4,94.66475409836066,2,1,2,5595.0,0.016145648466379826,-179.55000000000018,1154.91,2
1,0,1,1,62,1,1,0,1,1,0,1,1,0,71.4,4487.3,0,1,0,0,0,1,0,0,1,0,5,71.22698412698414,2,1,1,4426.8,0.01590802753826616,-60.5,747.8833333333333,2
1,0,0,0,1,1,0,0,0,0,0,0,0,0,44.4,44.4,1,1,0,0,0,0,0,1,1,0,1,22.2,0,0,2,44.4,0.9779735682819384,0.0,22.2,1
1,0,0,0,36,1,1,0,1,1,1,1,0,1,79.2,2854.95,0,1,0,0,0,1,0,0,1,0,6,77.1608108108108,1,1,2,2851.2000000000003,0.02773157793378736,-3.7499999999995453,407.84999999999997,2
1,0,0,0,44,1,0,0,0,0,0,0,2,0,20.4,905.55,0,0,0,1,0,1,0,0,1,0,1,20.12333333333333,2,0,0,897.5999999999999,0.022502895593182946,-7.9500000000000455,452.775,1
0,1,0,0,55,1,0,0,1,0,1,1,1,1,100.0,5509.3,1,0,1,0,0,0,1,0,0,1,4,98.38035714285715,2,1,1,5500.0,0.01814783224143876,-9.300000000000182,1101.8600000000001,2
0,0,1,0,72,1,1,0,1,0,1,1,2,1,105.0,7589.8,0,0,1,0,0,1,0,0,0,1,5,103.96986301369863,2,1,0,7560.0,0.013832534120250829,-29.800000000000182,1264.9666666666667,2
0,0,1,1,12,1,0,0,0,0,0,0,1,0,19.8,229.6,1,0,0,1,1,0,0,0,1,0,1,17.661538461538463,0,0,1,237.60000000000002,0.08586296617519515,8.000000000000028,114.8,1
0,0,0,0,13,0,1,0,0,0,0,0,0,1,30.85,394.1,0,1,0,0,1,0,0,0,1,0,1,28.150000000000002,1,0,2,401.05,0.07808149835484687,6.949999999999989,197.05,1
1,0,0,0,1,1,0,0,0,0,1,1,0,1,89.9,89.9,1,0,1,0,0,0,1,0,1,0,3,44.95,0,1,2,89.9,0.988998899889989,0.0,22.475,0
0,0,1,1,15,1,0,0,0,0,0,0,1,0,20.55,295.95,0,0,0,1,0,0,0,1,1,0,1,18.496875,1,0,1,308.25,0.06920356962451592,12.300000000000011,147.975,1
0,0,0,0,65,1,1,1,1,1,1,1,2,1,84.85,5459.2,0,1,0,0,1,0,0,0,1,0,7,82.71515151515152,2,1,0,5515.25,0.015539723819640305,56.05000000000018,682.4,2
0,0,1,1,12,0,1,0,0,1,0,0,1,0,33.15,444.75,0,1,0,0,0,0,1,0,1,0,2,34.21153846153846,0,0,1,397.79999999999995,0.07436904094223219,-46.950000000000045,148.25,1
1,0,1,0,72,1,1,1,1,0,1,1,2,1,92.0,6782.15,0,1,0,0,0,1,0,0,0,1,6,92.90616438356165,2,1,0,6624.0,0.013563020130765206,-158.14999999999964,968.8785714285714,2
0,0,1,1,72,1,1,1,1,1,1,1,2,0,89.8,6510.45,0,1,0,0,0,1,0,0,0,1,7,89.18424657534246,2,1,0,6465.599999999999,0.013791091078024096,-44.850000000000364,813.80625,2
0,0,1,1,72,1,1,1,1,1,1,1,2,1,115.8,8476.5,0,0,1,0,1,0,0,0,0,1,7,116.11643835616438,2,1,0,8337.6,0.013659687407844293,-138.89999999999964,1059.5625,2
1,0,0,1,52,1,1,1,0,1,1,1,2,1,85.15,4461.85,0,1,0,0,0,0,1,0,0,1,6,84.18584905660379,2,1,0,4427.8,0.019079736043111466,-34.05000000000018,637.407142857143,2
1,0,0,0,2,1,0,0,0,0,0,0,0,0,24.85,62.0,0,0,0,1,0,0,0,1,0,1,1,20.666666666666668,0,0,2,49.7,0.3944444444444445,-12.299999999999997,31.0,1
0,0,0,0,5,1,1,0,0,1,1,0,0,1,64.35,352.65,0,1,0,0,0,0,1,0,1,0,4,58.775,0,0,2,321.75,0.18195956454121306,-30.899999999999977,70.53,0
0,0,0,0,68,1,0,0,0,0,0,0,2,0,20.5,1424.9,0,0,0,1,0,1,0,0,1,0,1,20.65072463768116,2,0,0,1394.0,0.014376884774528366,-30.90000000000009,712.45,1
0,0,0,1,62,1,0,0,1,0,1,1,1,1,100.15,6413.65,1,0,1,0,0,0,1,0,0,1,4,101.80396825396825,2,1,1,6209.3,0.015612699056066973,-204.34999999999945,1282.73,2
1,0,0,0,72,1,1,1,0,1,1,1,2,0,86.05,6309.65,0,1,0,0,0,1,0,0,0,1,6,86.43356164383562,2,1,0,6195.599999999999,0.01363567936741857,-114.05000000000018,901.3785714285714,2
1,0,0,0,1,1,0,1,0,0,0,0,0,0,50.8,50.8,1,1,0,0,0,0,1,0,1,0,2,25.4,0,0,2,50.8,0.9806949806949807,0.0,16.933333333333334,1
0,0,1,0,66,1,1,0,0,1,0,0,1,0,89.0,5898.6,0,0,1,0,0,0,1,0,0,1,3,88.03880597014926,2,1,1,5874.0,0.015085768526679774,-24.600000000000364,1474.65,2
1,0,1,1,72,0,1,1,1,1,1,1,2,1,64.8,4719.75,0,1,0,0,0,1,0,0,1,0,6,64.6541095890411,2,0,0,4665.599999999999,0.013726632420695863,-54.150000000000546,674.25,2
1,0,0,0,26,1,0,0,0,0,0,0,1,0,19.8,457.3,0,0,0,1,0,1,0,0,1,0,1,16.937037037037037,1,0,1,514.8000000000001,0.04320314204669431,57.50000000000006,228.65,1
1,0,1,1,64,1,1,0,1,0,0,1,2,0,93.4,5822.3,0,0,1,0,1,0,0,0,0,1,4,89.57384615384616,2,1,0,5977.6,0.016039015678395413,155.30000000000018,1164.46,2
1,1,1,0,20,1,0,1,0,0,0,0,0,1,73.65,1463.5,1,0,1,0,0,0,1,0,1,0,2,69.69047619047619,1,1,2,1473.0,0.050290201433936504,9.5,487.8333333333333,0
0,0,0,0,3,1,0,1,0,0,1,1,0,1,95.1,307.4,1,0,1,0,0,0,1,0,1,0,4,76.85,0,1,2,285.29999999999995,0.30836575875486383,-22.100000000000023,61.48,0
1,0,0,0,22,1,0,0,0,0,1,1,0,1,94.65,2104.55,1,0,1,0,0,1,0,0,0,1,3,91.50217391304349,1,1,2,2082.3,0.04495262520481584,-22.25,526.1375,0
1,0,1,0,4,1,0,0,1,1,0,0,0,1,80.6,319.15,1,0,1,0,0,0,0,1,1,0,3,63.83,0,1,2,322.4,0.25175698891144777,3.25,79.7875,0
1,0,1,0,62,0,0,0,0,1,1,0,2,1,39.0,2337.45,0,1,0,0,1,0,0,0,1,0,2,37.10238095238095,2,0,0,2418.0,0.016677713870298705,80.55000000000018,779.15,1
0,0,0,0,5,1,0,0,0,0,0,0,0,1,20.5,104.3,0,0,0,1,0,0,0,1,1,0,1,17.383333333333333,0,0,2,102.5,0.19468186134852802,-1.7999999999999972,52.15,1
1,0,1,0,59,1,0,0,0,0,0,1,1,0,85.55,5084.65,1,0,1,0,0,0,1,0,0,1,2,84.74416666666666,2,1,1,5047.45,0.016821841849124497,-37.19999999999982,1694.8833333333332,2
1,0,0,1,3,1,0,0,0,0,0,0,2,1,26.4,121.25,0,0,0,1,0,0,0,1,0,1,1,30.3125,0,0,0,79.19999999999999,0.21595092024539875,-42.05000000000001,60.625,1
0,0,1,0,72,1,1,0,1,1,1,0,0,1,98.2,7015.9,0,0,1,0,1,0,0,0,0,1,5,96.10821917808218,2,1,2,7070.400000000001,0.013994784021433967,54.50000000000091,1169.3166666666666,2
1,0,1,1,57,1,0,1,1,0,1,1,1,1,97.55,5598.0,0,0,1,0,0,1,0,0,1,0,5,96.51724137931035,2,1,1,5560.349999999999,0.017422754063225576,-37.650000000000546,933.0,2
1,0,0,1,66,1,0,0,0,0,0,0,2,0,19.95,1269.1,0,0,0,1,0,1,0,0,1,0,1,18.941791044776117,2,0,0,1316.7,0.015707424612235257,47.600000000000136,634.55,1
0,0,0,0,60,0,0,1,0,0,1,1,0,1,50.8,3027.4,1,1,0,0,0,0,1,0,1,0,3,49.62950819672131,2,0,2,3048.0,0.016774534407607976,20.59999999999991,756.85,1
1,0,0,1,45,1,0,0,1,0,1,1,2,0,99.7,4634.35,0,0,1,0,1,0,0,0,0,1,4,100.74673913043479,2,1,0,4486.5,0.021508623944254478,-147.85000000000036,926.8700000000001,2
0,0,0,0,3,0,0,0,0,0,1,0,0,1,34.8,113.95,0,1,0,0,0,1,0,0,1,0,1,28.4875,0,0,2,104.39999999999999,0.30274032187907784,-9.550000000000011,56.975,1
0,0,0,0,15,1,1,0,1,1,1,1,0,0,105.1,1576.5,1,0,1,0,0,0,1,0,1,0,6,98.53125,1,1,2,1576.5,0.06662440570522979,0.0,225.21428571428572,0
0,0,0,1,51,0,1,0,1,1,1,1,1,0,60.15,3077.0,0,1,0,0,1,0,0,0,1,0,5,59.17307692307692,2,0,1,3067.65,0.019541910331384017,-9.349999999999909,512.8333333333334,2
0,0,0,0,60,1,1,0,1,1,0,0,1,0,64.75,4039.5,0,1,0,0,0,0,1,0,1,0,4,66.22131147540983,2,0,1,3885.0,0.01602524440044549,-154.5,807.9,2
1,0,0,0,33,1,0,1,0,0,0,0,0,1,54.65,1665.2,0,1,0,0,1,0,0,0,0,1,2,48.976470588235294,1,0,2,1803.45,0.032799183771456006,138.25,555.0666666666667,1
1,0,0,0,10,1,1,1,1,1,1,1,0,1,110.1,1043.3,1,0,1,0,0,0,1,0,1,0,7,94.84545454545454,0,1,2,1101.0,0.10542947428899742,57.700000000000045,130.4125,0
1,1,0,0,26,1,0,0,0,0,0,0,1,0,19.3,504.2,0,0,0,1,0,1,0,0,1,0,1,18.674074074074074,1,0,1,501.8,0.03820269200316707,-2.3999999999999773,252.1,1
0,0,0,0,6,1,0,0,1,0,0,1,0,0,83.9,497.55,1,0,1,0,0,0,1,0,1,0,3,71.07857142857144,0,1,2,503.40000000000003,0.1682880353023769,5.850000000000023,124.3875,0
0,0,1,0,67,1,1,0,1,1,1,1,1,1,111.25,7511.65,0,0,1,0,0,0,1,0,0,1,6,110.46544117647058,2,1,1,7453.75,0.014808356571915371,-57.899999999999636,1073.0928571428572,2
0,0,1,1,49,0,1,0,0,1,0,0,1,1,35.8,1782.0,0,1,0,0,0,1,0,0,1,0,2,35.64,2,0,1,1754.1999999999998,0.020078519349411104,-27.800000000000182,594.0,1
1,0,0,0,1,1,0,0,0,0,0,0,0,1,20.05,20.05,0,0,0,1,0,0,0,1,1,0,1,10.025,0,0,2,20.05,0.9524940617577197,0.0,10.025,1
0,1,0,0,7,1,0,0,1,0,1,0,0,1,84.35,609.65,0,0,1,0,0,0,1,0,1,0,3,76.20625,0,1,2,590.4499999999999,0.13813149922214032,-19.200000000000045,152.4125,0
0,1,0,0,27,1,1,1,1,0,1,1,1,1,110.5,2857.6,0,0,1,0,1,0,0,0,0,1,6,102.05714285714285,1,1,1,2983.5,0.03865528580423984,125.90000000000009,408.2285714285714,2
1,0,1,1,37,1,0,0,0,0,1,1,1,0,91.2,3247.55,0,0,1,0,0,1,0,0,1,0,3,85.46184210526316,2,1,1,3374.4,0.028074063813085838,126.84999999999991,811.8875,2
0,0,1,1,63,1,1,1,1,0,1,0,0,1,100.55,6215.35,1,0,1,0,0,0,1,0,0,1,5,97.11484375,2,1,2,6334.65,0.016175086666613044,119.29999999999927,1035.8916666666667,2
1,0,1,1,31,1,1,0,1,1,0,0,0,0,89.3,2823.0,0,0,1,0,0,0,1,0,0,1,4,88.21875,1,1,2,2768.2999999999997,0.031621813031161475,-54.70000000000027,564.6,0
1,0,1,1,50,1,0,0,1,0,1,1,0,1,103.85,5017.9,1,0,1,0,1,0,0,0,0,1,4,98.39019607843136,2,1,2,5192.5,0.020691785052501546,174.60000000000036,1003.5799999999999,2
1,1,0,0,32,1,0,0,1,0,0,0,0,1,81.1,2619.25,0,0,1,0,0,1,0,0,0,1,2,79.37121212121212,1,1,2,2595.2,0.030951245110199407,-24.050000000000182,873.0833333333334,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,24.6,24.6,1,1,0,0,0,0,1,0,1,0,0,12.3,0,0,2,24.6,0.9609375,0.0,24.6,1
0,0,1,0,63,1,0,0,0,1,0,0,1,1,81.2,4965.1,0,0,1,0,0,1,0,0,0,1,2,77.5796875,2,1,1,5115.6,0.016350858822818712,150.5,1655.0333333333335,2
1,0,0,0,30,1,1,1,0,0,0,1,0,1,94.3,2679.7,0,0,1,0,0,1,0,0,0,1,4,86.44193548387096,1,1,2,2829.0,0.03517737904278733,149.30000000000018,535.9399999999999,0
1,0,1,0,71,1,1,1,1,1,1,1,2,1,116.1,8310.55,0,0,1,0,1,0,0,0,0,1,7,115.42430555555555,2,1,0,8243.1,0.013968513694798203,-67.44999999999891,1038.81875,2
0,0,0,0,53,1,0,1,1,0,1,1,2,0,105.55,5682.25,0,0,1,0,0,0,1,0,0,1,5,105.22685185185185,2,1,0,5594.15,0.018572119825803896,-88.10000000000036,947.0416666666666,2
0,0,0,0,12,1,1,0,0,1,1,1,0,1,98.9,1120.95,1,0,1,0,1,0,0,0,1,0,5,86.22692307692309,0,1,2,1186.8000000000002,0.08815009581532154,65.85000000000014,186.82500000000002,0
1,0,1,0,50,1,1,1,0,0,0,1,0,1,94.4,4914.9,0,0,1,0,0,1,0,0,0,1,4,96.37058823529411,2,1,2,4720.0,0.019202994365223054,-194.89999999999964,982.9799999999999,2
0,0,0,0,2,1,0,0,0,0,0,0,0,0,19.5,27.55,0,0,0,1,0,0,0,1,1,0,1,9.183333333333334,0,0,2,39.0,0.6830122591943958,11.45,13.775,1
0,0,0,0,9,1,0,0,1,0,1,1,0,0,98.3,923.5,1,0,1,0,0,1,0,0,0,1,4,92.35,0,1,2,884.6999999999999,0.10632774472687939,-38.80000000000007,184.7,0
1,0,0,0,17,1,1,0,0,0,1,1,0,0,93.85,1625.65,1,0,1,0,0,0,1,0,1,0,4,90.3138888888889,1,1,2,1595.4499999999998,0.057695263271140065,-30.200000000000273,325.13,0
0,0,1,0,56,1,1,1,1,0,1,1,1,1,105.6,6068.65,0,0,1,0,0,1,0,0,1,0,6,106.46754385964911,2,1,1,5913.599999999999,0.017398037778125593,-155.05000000000018,866.9499999999999,2
1,0,1,1,67,1,1,1,1,0,1,1,2,0,81.35,5398.6,0,1,0,0,0,1,0,0,1,0,6,79.39117647058823,2,1,0,5450.45,0.015065930809689605,51.849999999999454,771.2285714285715,2
1,1,0,0,9,1,0,0,1,0,1,1,0,1,100.5,918.6,1,0,1,0,0,0,1,0,0,1,4,91.86,0,1,2,904.5,0.10928664636798607,-14.100000000000023,183.72,0
1,0,0,0,4,1,0,0,0,0,1,0,0,1,56.2,234.85,0,1,0,0,0,0,1,0,1,0,2,46.97,0,0,2,224.8,0.23828704685181262,-10.049999999999983,78.28333333333333,1
1,0,0,0,19,1,0,1,0,1,0,1,1,1,65.35,1231.85,0,1,0,0,1,0,0,0,1,0,4,61.592499999999994,1,0,1,1241.6499999999999,0.053007259601735815,9.799999999999955,246.36999999999998,1
0,0,0,1,8,1,0,0,0,0,0,0,0,0,19.95,170.9,0,0,0,1,0,0,0,1,1,0,1,18.98888888888889,0,0,2,159.6,0.11605584642233856,-11.300000000000011,85.45,1
0,0,0,0,71,1,0,1,1,1,1,1,2,1,111.25,7984.15,0,0,1,0,0,0,1,0,0,1,6,110.89097222222222,2,1,0,7898.75,0.013932111481938349,-85.39999999999964,1140.5928571428572,2
1,1,0,0,10,1,0,1,0,0,0,0,0,1,72.85,688.65,1,0,1,0,0,0,1,0,1,0,2,62.60454545454545,0,1,2,728.5,0.10563329224969187,39.85000000000002,229.54999999999998,0
0,1,0,0,15,1,0,1,0,0,1,0,0,0,89.0,1288.3,0,0,1,0,0,1,0,0,0,1,3,80.51875,1,1,2,1335.0,0.06902970604203831,46.700000000000045,322.075,0
1,0,1,1,72,1,1,0,1,0,1,1,1,1,106.1,7848.5,0,0,1,0,1,0,0,0,1,0,5,107.51369863013699,2,1,1,7639.2,0.013516784508567425,-209.30000000000018,1308.0833333333333,2
1,0,0,0,12,1,0,0,0,0,0,0,1,0,20.05,267.0,0,0,0,1,0,1,0,0,1,0,1,20.53846153846154,0,0,1,240.60000000000002,0.0748134328358209,-26.399999999999977,133.5,1
1,0,1,1,72,1,0,0,0,0,0,0,2,1,25.2,1798.9,0,0,0,1,1,0,0,0,0,1,1,24.64246575342466,2,0,0,1814.3999999999999,0.014000777820990054,15.499999999999773,899.45,1
1,1,1,0,1,1,0,0,0,0,0,0,0,1,73.55,73.55,1,0,1,0,0,0,1,0,0,1,1,36.775,0,1,2,73.55,0.9865861837692823,0.0,36.775,0
